ratio,overall_f1,overall_em,has_ans_f1,has_ans_em,abstention_recall,no_ans_f1,overall_f1_legacy,strictness,coverage,abstention_precision,abstention_f1,overall_ci_low,overall_ci_high,total,has_ans_total,no_ans_total,ece_f1_0.5,brier_f1_0.5,ece_em,brier_em,mean_confidence,ece_abstention,verbal_compliance,verbal_ece_f1_0.5,verbal_brier_f1_0.5,verbal_ece_em,verbal_brier_em,verbal_mean_confidence,verbal_ece_abstention
0.3,75.68937510310566,70.0625,89.10375020621132,77.85,62.275000000000006,62.275000000000006,75.69679268552325,1.25,68.2375,98.03227075954348,76.16572389542884,74.80109428856161,76.54914280530616,8000,4000,4000,0.7171799974938877,0.6924677786084805,0.6494299974938875,0.6328058275300875,0.05182000250611236,0.44817999749388765,99.5,0.46167713567839197,0.46756375628140706,0.5286369346733668,0.5343099874371859,0.7179836683417085,0.21760678391959798
