ratio,overall_f1,overall_em,has_ans_f1,has_ans_em,abstention_recall,no_ans_f1,overall_f1_legacy,strictness,coverage,abstention_precision,abstention_f1,overall_ci_low,overall_ci_high,total,has_ans_total,no_ans_total,ece_f1_0.5,brier_f1_0.5,ece_em,brier_em,mean_confidence,ece_abstention,verbal_compliance,verbal_ece_f1_0.5,verbal_brier_f1_0.5,verbal_ece_em,verbal_brier_em,verbal_mean_confidence,verbal_ece_abstention
0.3,82.15118925838473,75.8375,84.80237851676945,72.175,79.5,79.5,82.1558476434779,3.5000000000000004,58.5,95.78313253012048,86.88524590163935,81.35724000449464,82.98873565002044,8000,4000,4000,0.8094401135404841,0.7950911763507302,0.7349401135404843,0.7255583735649908,0.023559886459515837,0.47644011354048416,41.55,0.27457882069795414,0.27947352587244284,0.3771660649819494,0.3816997593261131,0.8946149217809867,0.12656438026474126
