step,loss,learning_rate,epoch
2050,0.05620006084442139,4.6475029078473656e-05,1.6400000000000001
2100,0.050564117431640625,4.427971921897085e-05,1.6800000000000002
2150,0.057011470794677735,4.209553176916727e-05,1.72
2200,0.061143922805786136,3.992671362333373e-05,1.76
2250,0.05441086292266846,3.7777481791946556e-05,1.8
2300,0.05457263946533203,3.565201520220921e-05,1.8399999999999999
2350,0.05543041229248047,3.355444657262238e-05,1.88
2400,0.059987421035766604,3.148885437740153e-05,1.92
2450,0.06317479133605958,2.945925491636586e-05,1.96
2500,0.05166741847991943,2.746959450571821e-05,2.0
2550,0.015662273168563844,2.5523741804899732e-05,2.04
2600,0.009168666005134583,2.362548029443895e-05,2.08
2650,0.012047185897827148,2.1778500919421208e-05,2.12
2700,0.007480642199516297,1.998639491288237e-05,2.16
2750,0.00993644654750824,1.8252646813080565e-05,2.2
2800,0.010006277561187745,1.658062768822373e-05,2.24
2850,0.010951011180877686,1.4973588581825877e-05,2.2800000000000002
2900,0.01329848051071167,1.3434654191437413e-05,2.32
2950,0.00610383152961731,1.1966816793040108e-05,2.36
3000,0.011318001747131348,1.0572930422920246e-05,2.4
3050,0.006966716647148132,9.25570532833247e-06,2.44
3100,0.009034395813941956,8.017702697744422e-06,2.48
3150,0.008830639719963073,6.86132968090859e-06,2.52
3200,0.007979979515075683,5.7888347084441405e-06,2.56
3250,0.006244717240333557,4.802303120029445e-06,2.6
3300,0.007313352227210999,3.903653109705596e-06,2.64
3350,0.005003381371498108,3.0946319961748738e-06,2.68
3400,0.0065541017055511476,2.3768128253461253e-06,2.7199999999999998
3450,0.01058132290840149,1.7515913117329309e-06,2.76
3500,0.008648487329483033,1.2201831246517859e-06,2.8
