ratio,overall_f1,overall_em,has_ans_f1,has_ans_em,abstention_recall,no_ans_f1,overall_f1_legacy,strictness,coverage,abstention_precision,abstention_f1,overall_ci_low,overall_ci_high,total,has_ans_total,no_ans_total,ece_f1_0.5,brier_f1_0.5,ece_em,brier_em,mean_confidence,ece_abstention,verbal_compliance,verbal_ece_f1_0.5,verbal_brier_f1_0.5,verbal_ece_em,verbal_brier_em,verbal_mean_confidence,verbal_ece_abstention
0.3,77.22429228620224,71.2125,88.14858457240446,76.125,66.3,66.3,77.23406819266293,1.7999999999999998,65.95,97.3568281938326,78.88161808447352,76.4006572323337,78.08511548882998,8000,4000,4000,0.7257154458132826,0.6987824970698514,0.6533404458132827,0.6382644001385872,0.059159554186717284,0.4408404458132828,95.775,0.42206995562516303,0.40230161837640305,0.49698512137823014,0.4767208300704777,0.7593187157400157,0.24274340903158448
