step,loss,learning_rate,epoch
2050,0.08650053977966309,4.6475029078473656e-05,1.6400000000000001
2100,0.07405716419219971,4.427971921897085e-05,1.6800000000000002
2150,0.06660637855529786,4.209553176916727e-05,1.72
2200,0.07521830558776856,3.992671362333373e-05,1.76
2250,0.07616771697998047,3.7777481791946556e-05,1.8
2300,0.08285494804382325,3.565201520220921e-05,1.8399999999999999
2350,0.07191394805908204,3.355444657262238e-05,1.88
2400,0.09271925926208496,3.148885437740153e-05,1.92
2450,0.08221670150756837,2.945925491636586e-05,1.96
2500,0.07216339111328125,2.746959450571821e-05,2.0
2550,0.04732564449310303,2.5523741804899732e-05,2.04
2600,0.045110559463500975,2.362548029443895e-05,2.08
2650,0.039768292903900146,2.1778500919421208e-05,2.12
2700,0.03965407609939575,1.998639491288237e-05,2.16
2750,0.0361245322227478,1.8252646813080565e-05,2.2
2800,0.03885402917861938,1.658062768822373e-05,2.24
2850,0.0373495078086853,1.4973588581825877e-05,2.2800000000000002
2900,0.044041614532470706,1.3434654191437413e-05,2.32
2950,0.040693116188049314,1.1966816793040108e-05,2.36
3000,0.039468541145324706,1.0572930422920246e-05,2.4
3050,0.043332691192626956,9.25570532833247e-06,2.44
3100,0.03740623712539673,8.017702697744422e-06,2.48
3150,0.04303930282592774,6.86132968090859e-06,2.52
3200,0.03823826313018799,5.7888347084441405e-06,2.56
3250,0.03421196460723877,4.802303120029445e-06,2.6
3300,0.03653976678848267,3.903653109705596e-06,2.64
3350,0.029745638370513916,3.0946319961748738e-06,2.68
3400,0.03261791944503784,2.3768128253461253e-06,2.7199999999999998
3450,0.02726429224014282,1.7515913117329309e-06,2.76
3500,0.03443024635314942,1.2201831246517859e-06,2.8
