ratio,overall_f1,overall_em,has_ans_f1,has_ans_em,abstention_recall,no_ans_f1,overall_f1_legacy,strictness,coverage,abstention_precision,abstention_f1,overall_ci_low,overall_ci_high,total,has_ans_total,no_ans_total,ece_f1_0.5,brier_f1_0.5,ece_em,brier_em,mean_confidence,ece_abstention,verbal_compliance,verbal_ece_f1_0.5,verbal_brier_f1_0.5,verbal_ece_em,verbal_brier_em,verbal_mean_confidence,verbal_ece_abstention
0.3,78.13916304186655,72.7625,88.4533260837331,77.7,67.825,67.825,78.1457445038828,1.35,65.4125,98.04842790025297,80.18324220481749,77.27940964667837,78.95925904326383,8000,4000,4000,0.7599548956490362,0.7434063972187159,0.6958298956490361,0.6840994383008602,0.03229510435096381,0.4677048956490362,99.1875,0.4472589792060492,0.47891430371770644,0.509640831758034,0.536671077504726,0.6286326402016384,0.12919974795211092
