step,loss,learning_rate,epoch
2550,0.07928446292877198,2.5523741804899732e-05,2.04
2600,0.08623464584350586,2.362548029443895e-05,2.08
2650,0.07936245918273926,2.1778500919421208e-05,2.12
2700,0.08318265914916992,1.998639491288237e-05,2.16
2750,0.07873741149902344,1.8252646813080565e-05,2.2
2800,0.07622426986694336,1.658062768822373e-05,2.24
2850,0.07362761974334717,1.4973588581825877e-05,2.2800000000000002
2900,0.08443770408630372,1.3434654191437413e-05,2.32
2950,0.07868806838989258,1.1966816793040108e-05,2.36
3000,0.08216559410095214,1.0572930422920246e-05,2.4
3050,0.07548090934753418,9.25570532833247e-06,2.44
3100,0.07439980506896973,8.017702697744422e-06,2.48
3150,0.07895711421966553,6.86132968090859e-06,2.52
3200,0.08382206916809082,5.7888347084441405e-06,2.56
3250,0.06837987422943115,4.802303120029445e-06,2.6
3300,0.06984176635742187,3.903653109705596e-06,2.64
3350,0.06414599895477295,3.0946319961748738e-06,2.68
3400,0.07635462284088135,2.3768128253461253e-06,2.7199999999999998
3450,0.0676993465423584,1.7515913117329309e-06,2.76
3500,0.07376506805419922,1.2201831246517859e-06,2.8
3550,0.07312585353851318,7.836215244967859e-07,2.84
3600,0.07904385566711426,4.4275535368700217e-07,2.88
3650,0.07142222404479981,1.9824738619271255e-07,2.92
3700,0.07693149089813232,5.057303884977715e-08,2.96
3750,0.08182758331298828,1.9446967824965357e-11,3.0
